0.0002298,4.64E-05,0.0044501,0.4873313,
1.50E-06,4.16E-05,0.0042548,0.4756123,
1.20E-06,4.12E-05,0.0037254,0.4661676,
1.20E-06,4.89E-05,0.0052672,0.5733184,
1.40E-06,5.30E-05,0.0038343,0.4517869,
1.20E-06,4.35E-05,0.0036301,0.4577194,
1.10E-06,4.12E-05,0.0037492,0.449659,
1.30E-06,4.13E-05,0.003648,0.4498033,
7.50E-06,4.20E-05,0.0037551,0.4491625,
1.20E-06,4.94E-05,0.004045,0.4479272,
1.00E-06,0.0001019,0.0045582,0.4530989,
1.10E-06,4.13E-05,0.0039358,0.448354,
1.20E-06,4.87E-05,0.0041462,0.4486883,
1.00E-06,4.12E-05,0.0036379,0.4469754,
1.10E-06,4.10E-05,0.0036377,0.44747,
1.20E-06,4.11E-05,0.0037075,0.4478421,
1.20E-06,6.84E-05,0.0044445,0.4512513,
1.20E-06,4.07E-05,0.0036373,0.4466692,
1.10E-06,4.12E-05,0.0036398,0.4475394,
1.20E-06,4.13E-05,0.0036339,0.4501016,
1.10E-06,4.12E-05,0.0036604,0.4466122,
1.10E-06,4.17E-05,0.0037983,0.4471713,
1.10E-06,4.85E-05,0.00427,0.4485221,
1.10E-06,4.84E-05,0.0039184,0.4470699,
1.00E-06,4.93E-05,0.0037169,0.4466975,
1.00E-06,4.87E-05,0.0037742,0.4473311,
1.10E-06,4.13E-05,0.0041344,0.4467866,
1.10E-06,4.08E-05,0.0036978,0.4479392,
1.10E-06,4.40E-05,0.0036276,0.4482143,
1.50E-06,4.65E-05,0.0036476,0.4481732,
1.20E-06,4.17E-05,0.0036575,0.448332,
1.10E-06,4.12E-05,0.0037673,0.4484041,
1.20E-06,4.11E-05,0.0036238,0.4473724,
1.20E-06,4.14E-05,0.0036466,0.4505921,
1.10E-06,4.84E-05,0.004713,0.4462115,
1.10E-06,4.18E-05,0.0036368,0.4480837,
1.10E-06,4.13E-05,0.0046211,0.4455256,
1.20E-06,4.13E-05,0.0036382,0.4493619,
1.20E-06,4.12E-05,0.003684,0.4475865,
1.00E-06,4.86E-05,0.0037257,0.445774,
1.10E-06,4.08E-05,0.0037625,0.4457961,
1.20E-06,4.59E-05,0.0037582,0.4460884,
1.10E-06,4.48E-05,0.0036438,0.4456662,
2.33E-05,7.14E-05,0.0045639,0.4472154,
1.10E-06,5.24E-05,0.0037178,0.4461716,
1.10E-06,4.15E-05,0.0037006,0.4466933,
1.10E-06,4.30E-05,0.0036431,0.445739,
1.10E-06,4.15E-05,0.0036299,0.4474882,
1.10E-06,4.12E-05,0.0038866,0.4453807,
1.10E-06,4.68E-05,0.0036913,0.4476313,
1.10E-06,4.13E-05,0.0037084,0.4467624,
1.10E-06,4.11E-05,0.0036496,0.4496984,
1.10E-06,4.13E-05,0.0037083,0.4459859,
1.20E-06,4.10E-05,0.0036304,0.4453538,
1.60E-06,4.20E-05,0.0036648,0.4461805,
1.00E-06,4.75E-05,0.0048794,0.4459813,
1.20E-06,4.11E-05,0.0036758,0.4497471,
1.40E-06,4.11E-05,0.0041886,0.4477298,
1.30E-06,4.08E-05,0.0036396,0.4477975,
1.20E-06,4.31E-05,0.0038289,0.4451002,
1.20E-06,4.58E-05,0.0036414,0.4463982,
1.10E-06,4.88E-05,0.0046435,0.4582862,
1.30E-06,4.11E-05,0.0036358,0.4447838,
1.10E-06,4.16E-05,0.003649,0.4463233,
1.20E-06,4.11E-05,0.0036363,0.4471508,
1.10E-06,4.10E-05,0.003635,0.4464373,
1.40E-06,4.13E-05,0.0038524,0.4496424,
1.00E-06,4.15E-05,0.0036436,0.448688,
1.00E-06,4.11E-05,0.003674,0.4477273,
1.30E-06,4.14E-05,0.0043605,0.449022,
1.50E-06,4.89E-05,0.0037372,0.4502358,
1.10E-06,5.74E-05,0.003643,0.4492618,
1.20E-06,4.13E-05,0.0045146,0.4462508,
1.20E-06,4.12E-05,0.0037081,0.4467821,
5.60E-06,0.0001015,0.0045887,0.4483118,
1.20E-06,5.41E-05,0.0036961,0.4463343,
1.10E-06,4.94E-05,0.0046868,0.4497615,
1.10E-06,4.08E-05,0.00365,0.4460805,
1.10E-06,4.12E-05,0.0046085,0.4472641,
1.20E-06,4.09E-05,0.0036358,0.447553,
1.10E-06,4.10E-05,0.003855,0.447647,
1.00E-06,4.15E-05,0.0036539,0.4472692,
1.10E-06,4.30E-05,0.003651,0.4460297,
1.50E-06,4.14E-05,0.0036729,0.448515,
1.20E-06,4.16E-05,0.0036435,0.4484154,
1.20E-06,4.12E-05,0.0036396,0.4492613,
1.20E-06,4.84E-05,0.0047995,0.4481599,
1.30E-06,4.47E-05,0.003692,0.447161,
1.00E-06,4.14E-05,0.0043864,0.4520839,
1.10E-06,4.12E-05,0.0036225,0.4491013,
1.20E-06,4.72E-05,0.0042805,0.4467504,
1.10E-06,4.11E-05,0.0036475,0.4464937,
1.00E-06,4.13E-05,0.0036815,0.4471283,
1.00E-06,4.14E-05,0.0036512,0.4459564,
1.20E-06,4.50E-05,0.0036546,0.4467788,
1.20E-06,4.09E-05,0.0048852,0.4500101,
1.20E-06,4.12E-05,0.003638,0.4466277,
1.40E-06,4.49E-05,0.0036449,0.4511437,
1.20E-06,4.12E-05,0.0036363,0.4452031,
1.10E-06,4.17E-05,0.0039362,0.4465944,
0.000003781,4.52E-05,0.003889816,0.450010717,Promedio
